method,budget,depth,test_set,instance_id,status,apply_mode,language,file_recall,file_precision,fragment_recall,fragment_precision,line_f1,line_precision,line_recall,used_tokens,elapsed_seconds,n_gold,n_selected,fragment_count
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__3be02163__135b15467eda,ok,strict,rust,0.5714285714285714,0.018957345971563982,,,,,,130443,4.049311285000158,7,211,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__37f525d2__15f01789d2a6,ok,strict,rust,1.0,0.009569377990430622,,,,,,122647,4.944238110000015,2,209,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__bdc6ab14__33c305ea6ff6,ok,strict,rust,1.0,0.004901960784313725,,,,,,128849,3.2844768989998556,1,204,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__3185b834__80c3854a5f4f,ok,strict,python,1.0,0.002570694087403599,,,,,,128338,23.27597699099988,1,389,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__3c69099b__17ec7757891a,ok,strict,rust,0.5555555555555556,0.025,,,,,,134929,6.507434655999987,9,200,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__7acaca55__56ed9981da3a,ok,strict,rust,0.1111111111111111,0.0058823529411764705,,,,,,116925,3.8586576150000838,9,170,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__908342f0__4d69e56f06d6,ok,strict,rust,1.0,0.016483516483516484,,,,,,111387,6.613382219999949,3,182,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__2dc6f037__750aba282f1a,ok,strict,rust,1.0,0.004608294930875576,,,,,,142212,3.590374956000005,1,217,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__0e4346f7__6eacd8a7476e,ok,strict,rust,1.0,0.01485148514851485,,,,,,113607,4.655666024999846,3,202,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__1ce4c38e__b16c7d12ccbc,ok,strict,python,1.0,0.0025906735751295338,,,,,,116469,24.123140164000006,1,386,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__ae8b362a__deb14c853740,ok,strict,rust,1.0,0.041884816753926704,,,,,,115155,2.4080802900000435,8,191,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__e5a3bf2a__c0a24c1dc957,ok,strict,python,1.0,0.005865102639296188,,,,,,112400,24.519289612999955,2,341,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__cedbb0cb__02b4ab5be3d3,ok,strict,go,0.5,0.017857142857142856,,,,,,28107,0.6192059649999919,2,56,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__627665a2__c4780e3305b4,ok,strict,rust,0.7333333333333333,0.0502283105022831,,,,,,133832,4.019769991999965,15,219,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__d3133dfb__8e510650a98a,ok,strict,rust,0.8333333333333334,0.024875621890547265,,,,,,110631,6.548537925000119,6,201,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__c9cd2b2c__e3bfa50e8f45,ok,strict,rust,1.0,0.004608294930875576,,,,,,142634,4.108936914999958,1,217,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__1b8cfbf9__026b07d1cfbf,ok,strict,go,0.75,0.009554140127388535,,,,,,125979,2.93295894400012,4,314,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__92158fba__ce8ebe1ccce8,ok,strict,rust,0.3,0.05063291139240506,,,,,,117989,6.506339772000047,40,237,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__6e022940__157bab18e4c9,ok,strict,go,1.0,0.006430868167202572,,,,,,128378,4.729438709000078,2,311,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__52c152ba__1f488f4d5496,ok,strict,go,1.0,0.0028011204481792717,,,,,,139975,6.414298064999912,1,357,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__0b78ed50__504cfbc654b3,ok,strict,go,1.0,0.008583690987124463,,,,,,111743,2.670803810000052,2,233,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__0e3febd0__3a4d94760360,ok,strict,go,1.0,0.003246753246753247,,,,,,114510,5.649178157000051,1,308,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__3e2d031f__23913ac371ba,ok,strict,go,1.0,0.0026109660574412533,,,,,,124986,8.103530408999859,1,383,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__d129d52f__2df3dd4f7dd9,ok,strict,go,1.0,0.0029585798816568047,,,,,,114188,6.709967325999969,1,338,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__9e8a151e__26f3601a81cb,ok,strict,go,0.8378378378378378,0.082010582010582,,,,,,124742,8.862253345,37,378,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__8d23605c__727b72666713,ok,strict,go,1.0,0.005813953488372093,,,,,,82613,1.754588578999801,1,172,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__3d1b3145__41a457136e31,ok,strict,go,1.0,0.0031645569620253164,,,,,,119036,7.521917049999956,1,316,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__73631dc4__88eaa28aef1f,ok,strict,go,1.0,0.035398230088495575,,,,,,74576,1.4442331349998767,4,113,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__0f79e39c__7e8348a68f96,ok,strict,go,1.0,0.0037735849056603774,,,,,,128941,3.5911716569999044,1,265,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__4d9664f3__583af3e54c50,ok,strict,go,1.0,0.006024096385542169,,,,,,126716,5.161104261999981,2,332,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__1384380d__537dcb27398b,ok,strict,go,0.3333333333333333,0.011527377521613832,,,,,,118504,6.615032713999881,12,347,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__3c9b757f__6e14426dfb07,ok,strict,go,1.0,0.006042296072507553,,,,,,127037,5.954943662000005,2,331,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__85c030cf__b9292f582f55,ok,strict,go,1.0,0.023668639053254437,,,,,,81535,2.02579043500009,4,169,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__3deeea9c__b5366c6ebf22,ok,strict,go,1.0,0.007874015748031496,,,,,,120216,3.012757230999796,2,254,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__250649eb__aecfc01e6911,ok,strict,go,1.0,0.007067137809187279,,,,,,125297,4.451437578999958,2,283,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__0498ad7f__bdce08a793ab,ok,strict,go,1.0,0.0038022813688212928,,,,,,125352,3.5006232519999685,1,263,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__4606de0b__a6710ec50649,ok,strict,go,1.0,0.003355704697986577,,,,,,132066,5.237222405000011,1,298,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__eb5704a5__cc96ddd5514c,ok,strict,go,1.0,0.03508771929824561,,,,,,28137,0.5871641300000192,2,57,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__2fea5f6b__954689ea9f26,ok,strict,go,1.0,0.012012012012012012,,,,,,112284,6.9871686540000155,4,333,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__3da242a2__8288011149e7,ok,strict,go,1.0,0.006309148264984227,,,,,,118258,9.707131134000065,2,317,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__3e92c76b__d79eb494d998,ok,strict,go,1.0,0.0045045045045045045,,,,,,107507,2.875661834000084,1,222,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__2a889a1d__eb1b9122d8d7,ok,strict,go,1.0,0.01,,,,,,71241,1.259321762000127,1,100,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-PolyBench__typescript__maintenance__bugfix__42165c4e__5d3c9edce436,ok,strict,typescript,1.0,0.09523809523809523,,,,,,17643,1.3655764049999561,4,42,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__3d85271b__c6a693c459c2,ok,strict,go,1.0,0.00303951367781155,,,,,,114781,6.268193452000105,1,329,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__1ba303a5__beba0e1d7899,ok,strict,go,0.6666666666666666,0.0056022408963585435,,,,,,115452,7.259042503000046,3,357,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__6d48775e__e6ff77ce73c2,ok,strict,go,1.0,0.003278688524590164,,,,,,135330,5.22434432099999,1,305,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-PolyBench__typescript__evolution__feature__41cd3842__78658f1cf48a,ok,strict,typescript,1.0,0.05,,,,,,14814,1.1123372160000145,2,40,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__2c512ec3__d2683a1370c5,ok,strict,go,1.0,0.015584415584415584,,,,,,118956,6.932156877000125,6,385,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__ff0cfab5__d21c11d774df,ok,strict,go,1.0,0.003048780487804878,,,,,,121629,8.210019546999774,1,328,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__typescript__maintenance__bugfix__2fb50735__991883df4d59,ok,strict,typescript,1.0,0.004878048780487805,,,,,,80483,3.9945720240000355,1,205,
aider,128000,-1,contextbench_verified,contextbench_verified::Multi-SWE-Bench__go__maintenance__bugfix__03f04397__f015020bcd61,ok,strict,go,1.0,0.0055248618784530384,,,,,,125839,9.889215065999906,2,362,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__c20c3c4f__004b4620f6f4,ok,strict,python,1.0,0.0016339869281045752,,,,,,125923,29.156633216000046,1,612,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__01527b89__06fd4df41afb,ok,strict,python,1.0,0.008278145695364239,,,,,,118880,29.114723140000024,5,604,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__cecff61c__0b0998dc151f,ok,strict,python,0.8,0.006535947712418301,,,,,,122417,30.64997187200015,5,612,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__8f9e4358__1250483ebf73,ok,strict,python,1.0,0.0015037593984962407,,,,,,124486,27.76153943899999,1,665,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__c4c8d376__0c42cdf0d242,ok,strict,python,0.6,0.004792332268370607,,,,,,126129,29.351306335000118,5,626,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__afcc47be__0c3981eb5094,ok,strict,python,1.0,0.00482315112540193,,,,,,122854,30.589477963000036,3,622,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__abfdb2c5__156a2138db20,ok,strict,python,1.0,0.0042796005706134095,,,,,,147919,26.75135535200002,3,701,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__9a05fe0c__19fc6376ce67,ok,strict,python,1.0,0.0033613445378151263,,,,,,125173,23.05175535500007,2,595,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__5ec14acf__20ec92728004,ok,strict,python,0.6666666666666666,0.0006510416666666666,,,,,,121561,165.7631286819999,3,3072,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__12d848d7__21b1d239125f,ok,strict,python,1.0,0.001692047377326565,,,,,,130091,24.33681337600001,1,591,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__2c34be8a__22a59c01c00c,ok,strict,python,1.0,0.001451378809869376,,,,,,147767,24.459541969000156,1,689,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__2d5d4dcd__1f8382d34d54,ok,strict,python,1.0,0.006060606060606061,,,,,,130019,27.829609884000092,4,660,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__183a2a5b__2480554dc4ad,ok,strict,python,1.0,0.0016722408026755853,,,,,,120742,28.26801287699982,1,598,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__f8da42bc__2a55431a5678,ok,strict,python,1.0,0.0029239766081871343,,,,,,148236,28.42191373500009,2,684,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__ebf021d0__321ecb40f4da,ok,strict,python,1.0,0.008431703204047217,,,,,,120424,28.985138952999932,5,593,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__497deb6f__335c9c94acf2,ok,strict,python,1.0,0.008823529411764706,,,,,,131055,26.958646013999896,6,680,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__6f3e4cd9__350123f38c2b,ok,strict,python,1.0,0.001669449081803005,,,,,,131659,24.531609871,1,599,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__5fdd12f6__f4502a8f1ce7,ok,strict,python,1.0,0.0008771929824561404,,,,,,123918,149.94617437800002,3,3420,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__2e3d6eae__361bb8f786f1,ok,strict,python,1.0,0.003048780487804878,,,,,,123116,29.76689701400028,2,656,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__45db86cf__45814af6197c,ok,strict,python,1.0,0.001488095238095238,,,,,,122046,26.084416984999734,1,672,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__986c9e85__3fb7c12158a2,ok,strict,python,1.0,0.0015503875968992248,,,,,,130137,27.185107436999715,1,645,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__60bc9e86__37c5b8c07be1,ok,strict,python,1.0,0.0015723270440251573,,,,,,123267,30.97838274200012,1,636,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__1efc2b51__39f83765e12b,ok,strict,python,1.0,0.002797202797202797,,,,,,153203,31.21751784800017,2,715,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__4b691a35__4a72da71001f,ok,strict,python,1.0,0.001669449081803005,,,,,,123185,29.943063596999764,1,599,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__227490c2__5a8e8f80bb82,ok,strict,python,1.0,0.006329113924050633,,,,,,121847,23.664289641999858,4,632,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__0006beec__4e8121e8e42a,ok,strict,python,1.0,0.0015037593984962407,,,,,,120834,26.542813354999907,1,665,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__81f2c925__5573a54d409b,ok,strict,python,1.0,0.0016207455429497568,,,,,,129379,25.902531396000086,1,617,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__2ab7d0fc__5eb6a2b33d70,ok,strict,python,1.0,0.0016313213703099511,,,,,,121134,23.88243701800002,1,613,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__2ccbdc72__63884829acd2,ok,strict,python,1.0,0.0016835016835016834,,,,,,129241,25.515640257000086,1,594,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__ac705f35__5e04e84d67da,ok,strict,python,1.0,0.002886002886002886,,,,,,149071,27.671686771999703,2,693,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__5c1509d5__647480166bfe,ok,strict,python,0.75,0.0049833887043189366,,,,,,123820,26.282647092999923,4,602,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__ee10f0e4__6599608c4d0b,ok,strict,python,0.25,0.0014792899408284023,,,,,,124400,24.67132956000023,4,676,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__46dc77a5__69331bb851c3,ok,strict,python,1.0,0.0016260162601626016,,,,,,127184,25.069926025000314,1,615,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__31d4fe9d__6a5ef557f80a,ok,strict,python,1.0,0.0014204545454545455,,,,,,147478,22.38571281900022,1,704,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__fd8123b1__694cf458f16b,ok,strict,python,0.75,0.004451038575667656,,,,,,122744,23.16964053499987,4,674,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__4fb8fc10__6c86495bcee2,ok,strict,python,1.0,0.001430615164520744,,,,,,150237,23.699327730999812,1,699,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__1ae3c3bd__71ae1ab01235,ok,strict,python,1.0,0.004070556309362279,,,,,,153015,22.398660801999995,3,737,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__4d207ce8__78ad4b4b0201,ok,strict,python,1.0,0.0016722408026755853,,,,,,119605,22.460335003000182,1,598,
aider,128000,-1,contextbench_verified,contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__fb07ed8b__770d3e6a4ce8,ok,strict,python,1.0,0.0033277870216306157,,,,,,129437,23.808181676000004,2,601,
